Id,Genus,Species,Split,Genus_Name,Species_Name
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_04m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_01m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_03m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_05m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_02m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000558_03m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000558_02m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000558_04m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000558_01m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000558_05m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000598_01m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000598_03m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000598_02m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000598_04m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000592_01m.jpg,0,0,Train,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005975_06m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005975_01m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005975_07m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005975_09m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005975_10m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000542_04m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000542_01m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000542_02m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000542_05m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000542_03m.jpg,0,0,Valid,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000618_01m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000618_05m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000618_03m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000618_04m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000618_02m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000576_05m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000576_03m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000576_04m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000576_02m.jpg,0,0,Test,aedes,aedes_aegypti
/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000576_01m.jpg,0,0,Test,aedes,aedes_aegypti
